column1,Date,Headline
415,2021-02-25,UPDATE 2-European shares dip as high yields, inflation concerns return to fore
416,2021-02-25,Miners, banks lead European markets higher as Fed calms inflation woes
417,2021-02-24,UPDATE 2-European shares end higher on upbeat German data
418,2021-02-24,CORRECTED-UPDATE 1-Upbeat German data lifts European shares; Puma, AstraZeneca weigh
419,2021-02-24,Upbeat German data lifts European shares; Puma, AstraZeneca weigh
420,2021-02-23,UPDATE 2-European shares end lower on tech losses as bond yields weigh
421,2021-02-23,European shares gain on higher commodity prices; HSBC weighs
422,2021-02-22,UPDATE 2-European shares trim losses after ECB president's speech
423,2021-02-22,European shares drop on inflation risk concerns; Lagarde speech eyed
424,2021-02-19,UPDATE 3-European shares end higher on strong earnings, positive data
425,2021-02-19,European shares rise on upbeat Hermes earnings; Renault slides
426,2021-02-18,UPDATE 2-European shares end lower on weak earnings, rising inflation concerns
427,2021-02-18,Rally in mining stocks helps Europe shake off earnings gloom
428,2021-02-17,UPDATE 2-European shares end lower as high yields, inflation concerns weigh
429,2021-02-17,European share rally pauses as focus turns to inflation; Kering slips
430,2021-02-16,UPDATE 2-European shares end flat as mining gains offset broader losses
431,2021-02-16,European shares hover near one-year highs; miners jump
432,2021-02-15,UPDATE 2-European stocks rise to near 1-year high on commodity gains
433,2021-02-15,Mining stocks power gains in Europe on recovery optimism
434,2021-02-12,UPDATE 2-ASML, L'Oreal guide European shares to three-week highs
435,2021-02-12,European shares dip; ASML, ING among early gainers
436,2021-02-11,UPDATE 2-European shares rise with tech stocks in the lead
437,2021-02-11,European shares edge higher, AstraZeneca gains after earnings
438,2021-02-10,UPDATE 2-European shares track Wall Street's dip into the red
439,2021-02-10,European shares head higher on upbeat earnings
440,2021-02-09,UPDATE 2-European shares dip after strong rally
441,2021-02-09,European shares dip after strong rally, Total rises
442,2021-02-08,UPDATE 2-European shares rise on M&A activity; Dialog Semi hits over 20-year highs
443,2021-02-08,European shares rise as Dialog Semi lifts technology stocks
444,2021-02-05,UPDATE 2-European shares flat after U.S. jobs data; pound weighs on FTSE 100
445,2021-02-05,European shares rise in early trading, Germany lags broader rally
446,2021-02-04,UPDATE 2-Disappointing earnings updates weigh on FTSE 100; Italian shares shine
447,2021-02-04,CORRECTED-UPDATE 1-European shares strengthen on recovery hopes, Germany leads gains
448,2021-02-04,European shares pause after three-day rally
449,2021-02-03,UPDATE 2-Italian shares jump on Draghi hope; GSK weighs on FTSE 100
450,2021-02-03,European shares rise on earnings, recovery hopes
451,2021-02-02,UPDATE 2-European shares rise on recovery hopes, LVMH leads
452,2021-02-02,European shares rise on recovery hopes, technology shares gain
453,2021-02-01,UPDATE 1-Miners lift European shares as silver becomes latest retail play
454,2021-02-01,European shares rise as miners lead early gains
455,2021-01-29,UPDATE 3-European stocks post worst week since October on vaccine woes
456,2021-01-29,Europe stock futures track Asia, U.S. losses on retail trading frenzy jitters
457,2021-01-28,UPDATE 2-European stocks close higher on Wall St, airlines bounce
458,2021-01-28,European shares hit near 1-month low after Wall Street selloff
459,2021-01-27,UPDATE 2-German GDP downgrade and coronavirus worries hammer European stocks
460,2021-01-27,REFILE-European stocks head lower, LVMH shines after earnings
461,2021-01-26,UPDATE 2-Earnings lifts European shares, German DAX outperforms
462,2021-01-26,European stocks inch higher as UBS profit surges
463,2021-01-25,UPDATE 2-Weak German business morale, vaccine delays push European stocks to 2-week low
464,2021-01-25,Tech shares, corporate earnings lift European stocks
465,2021-01-22,UPDATE 2-European stocks sapped by weak economic data, travel curbs
466,2021-01-22,European stocks head lower ahead of business activity data
467,2021-01-21,UPDATE 2-European stocks run out of steam after ECB; energy shares weigh
468,2021-01-21,European shares extend gains on U.S. stimulus hope
469,2021-01-20,UPDATE 2-Wall St bounce, upbeat earnings lift European stocks
470,2021-01-20,Luxury stocks, ASML lift European shares in early trading
471,2021-01-19,UPDATE 2-European stocks slip as lockdown worries resurface
472,2021-01-19,European shares rise on upbeat earnings reports
473,2021-01-18,UPDATE 2-European stocks end higher as Stellantis, luxury stocks jump
474,2021-01-18,European stocks slip as Carrefour abandons takeover talks
475,2021-01-15,UPDATE 2-European stocks end four weeks of gains on lockdown, vaccine worries
476,2021-01-15,European shares inch lower on lockdown worries
477,2021-01-14,UPDATE 2-European stocks extend gains for third day, political woes hit Italy
478,2021-01-14,European stocks lifted by stimulus hopes, China data
479,2021-01-13,UPDATE 2-Dealmaking edges European stocks higher as long lockdown looms
480,2021-01-13,European stocks subdued on Orsted profit warning; Carrefour surges
481,2021-01-12,UPDATE 2-European stocks flat despite rise in cyclicals
482,2021-01-12,European stocks rebound as oil, travel stocks jump
483,2021-01-11,UPDATE 2-Soaring virus cases knock European stocks off 10-month high
484,2021-01-11,European shares retreat as commodity stocks, virus concerns weigh
485,2021-01-08,UPDATE 2-European shares clock best week in nearly two months
486,2021-01-08,European stocks set for strong week, Germany's DAX hits record high
487,2021-01-07,UPDATE 2-European shares rise for second day as commodity, construction stocks gain
488,2021-01-07,European shares extend gains on recovery hopes
489,2021-01-06,UPDATE 2-European stocks jump on vaccine hopes, Democrats on cusp of Senate victory
490,2021-01-06,European stocks rise as possible 'blue sweep' in Georgia lifts U.S. stimulus hopes
491,2021-01-05,UPDATE 2-European stocks slip as defensives weigh, UK shrugs off latest lockdown
492,2021-01-05,European shares inch higher as oil, retail stocks jump
493,2021-01-04,UPDATE 2-European shares kick off 2021 with rally on Brexit and vaccine optimism
494,2021-01-04,European shares kick off 2021 with rally on Brexit and vaccine optimism
495,2020-12-31,UPDATE 2-European stocks end 2020 down as tighter UK lockdowns weigh
496,2020-12-31,European stocks retreat in thin trading, set to end 2020 with losses
497,2020-12-30,UPDATE 2-European stocks end lower as risk rally winds down
498,2020-12-30,European stocks inch higher as AstraZeneca gains on UK vaccine approval
499,2020-12-29,UPDATE 2-European stocks extend year-end rally on Brexit deal boost
500,2020-12-29,European stocks extend gains as Brexit deal boosts UK
501,2020-12-28,UPDATE 2-European shares mark best close in 10 months on Brexit, vaccine cheer
502,2020-12-28,European shares jump on U.S. stimulus aid support, Brexit deal relief
503,2020-12-24,UPDATE 3-European stocks end on high note with Brexit deal in sight
504,2020-12-24,European stocks futures jump on signs Brexit deal almost at hand
505,2020-12-23,UPDATE 2-European shares extend recovery rally as Brexit deal hopes strengthen
506,2020-12-23,UPDATE 2-Pound rises above $1.35 on Brexit trade deal expectations
507,2020-12-23,European shares rise on Brexit trade deal hopes
508,2020-12-22,UPDATE 2-European shares rebound as Brexit trade deal progress overshadows virus worries
509,2020-12-22,London's FTSE extends losses, broader Europe recovers
510,2020-12-21,UPDATE 2-European stocks hit by worst selloff in almost 2 months on new virus strain fears
511,2020-12-21,European shares tumble on tighter COVID-19 curbs in UK, Brexit uncertainty
512,2020-12-18,UPDATE 2-European stocks break 4-day rally on Brexit trade talks, U.S. stimulus doubts
513,2020-12-18,European shares slip as Brexit, U.S.-China trade worries simmer
514,2020-12-17,UPDATE 2-European shares up for fourth session on stimulus, vaccine optimism
515,2020-12-17,European shares up for fourth session on stimulus optimism
516,2020-12-16,UPDATE 2-Upbeat business activity, vaccine hopes lift European shares
517,2020-12-16,European shares rise on vaccine, Brexit hopes
518,2020-12-15,UPDATE 2-Brexit, vaccine optimism buoy European shares; FTSE 100 lags on new pandemic curbs
519,2020-12-15,European shares steady as rising virus cases lead to tighter curbs
520,2020-12-14,UPDATE 2-European shares cheer Brexit trade talks extension; AstraZeneca drops
521,2020-12-14,REFILE-European shares cheer Brexit trade talks extension; AstraZeneca drops
522,2020-12-11,UPDATE 2-European shares break 5-week winning streak; Sanofi down on vaccine delay
523,2020-12-11,Brexit, virus worries weigh on European shares; Sanofi down on vaccine delay
524,2020-12-10,UPDATE 3-Euro zone stocks drop as ECB warns of slowing growth next year
525,2020-12-10,European shares steady ahead of ECB decision; FTSE 100 shines on weaker pound
526,2020-12-09,UPDATE 2-European shares rise ahead of crucial Brexit trade talks
527,2020-12-09,European shares join global rally; eyes on Brexit talks
528,2020-12-08,UPDATE 2-European shares end higher with eyes on Brexit trade deal talks
529,2020-12-08,European shares slip on Brexit, virus worries
530,2020-12-07,UPDATE 2-FTSE 100 flat as Brexit worries weigh on pound; Broader Europe slips
531,2020-12-07,European shares slip on worries over U.S.-China relations; FTSE 100 shines
532,2020-12-04,UPDATE 2-European shares rise on oil gains, stimulus hopes
533,2020-12-04,Energy stocks drive gains in European shares
534,2020-12-03,UPDATE 2-European shares end flat; Miners, Rolls-Royce lift FTSE 100 to 6-month high
535,2020-12-03,European shares make slight moves on Brexit, stimulus uncertainty
536,2020-12-02,UPDATE 2-FTSE 100's surge on UK vaccine approval pulls European shares off lows
537,2020-12-02,European shares dip; UK vaccine approval limits losses on FTSE 100
538,2020-12-01,UPDATE 2-European shares rise on vaccine hopes; Brexit talks eyed
539,2020-12-01,European shares rise on vaccine hopes, China data; Brexit talks eyed
540,2020-11-30,UPDATE 2-European shares slip at end of best ever month
541,2020-11-30,European shares slip at end of stellar month; eyes on Brexit
542,2020-11-27,UPDATE 2-European shares rise for fourth straight week; Spain's BBVA jumps
543,2020-11-27,European stocks set for fourth weekly gain but vaccine worries weigh
544,2020-11-26,UPDATE 2-European shares move little as focus turns to economic damage from COVID
545,2020-11-26,Tech stocks nudge European shares higher, virus woes limit gains
546,2020-11-25,UPDATE 2-European shares end 4-day winning streak as vaccine rally cools
547,2020-11-25,European shares rise on virus curb relaxation, vaccine cheer
548,2020-11-24,UPDATE 2-European shares end at near 9-month high on potential easing of virus curbs
549,2020-11-24,European shares rise on possible easing of COVID-19 curbs, vaccine progress
550,2020-11-23,UPDATE 2-European shares slip as jump in virus cases offsets vaccine hopes
551,2020-11-23,Vaccine hopes drive European stocks higher
552,2020-11-20,UPDATE 2-Commodity rally leads European stocks to third straight week of gains
553,2020-11-20,European shares supported by gains in retail, oil stocks
554,2020-11-19,UPDATE 2-European stocks ease from recent peak on global virus worries
555,2020-11-19,European stocks slide after virus fears knock Wall Street
556,2020-11-18,UPDATE 2-European stocks ends higher on vaccine cheer, M&A support
557,2020-11-18,European shares extend losses as virus worries offset vaccine cheer
